,id,club_id,book_id,rate,number_of_ratings
775,7696,9,0156047624,5.0,1
776,7697,9,0439095026,6.0,1
777,7698,10,0195153448,2.0,1
778,7699,10,0374157065,6.0,1
779,7700,10,0393045218,10.0,1
780,7701,10,080652121X,7.0,1
781,7702,10,0887841740,3.0,1
782,7703,10,0439095026,9.0,1
783,7704,10,0345402871,0.0,1
784,7705,10,0425163091,9.0,1
785,7706,10,0375406328,4.0,1
786,7707,10,042518630X,0.0,1
787,7708,10,0842342702,1.0,1
788,7709,10,0156047624,2.0,1
789,7710,10,0345260317,4.0,1
790,7711,10,0804106304,5.0,1
791,7712,10,0345465083,4.0,1
792,7713,10,0394895894,5.0,1
793,7714,10,1569871213,7.0,1
794,7715,10,0071416331,3.0,1
795,7716,10,0312252617,3.0,1
796,7717,10,0312261594,2.0,1
797,7718,10,0002005018,8.0,1
798,7719,10,0060973129,10.0,1
799,7720,10,0399135782,10.0,1
800,7721,10,1575663937,7.0,1
801,7722,10,1879384493,5.0,1
802,7723,10,0061076031,8.0,1
803,7724,10,0971880107,2.0,1
804,7725,10,0345417623,6.0,1
805,7726,10,0684823802,10.0,1
806,7727,10,0061099686,9.0,1
807,7728,10,0553582909,9.0,1
808,7729,10,0812523873,5.0,1
809,7730,10,0380715899,0.0,1
810,7731,10,0961769947,6.0,1
811,7732,10,0671623249,4.0,1
812,7733,10,0060938412,2.0,1
813,7734,10,0140067477,1.0,1
814,7735,10,0375410538,7.0,1
815,7736,10,0060177586,7.0,1
816,7737,10,0553062042,6.0,1
817,7738,10,0316769487,4.0,1
818,7739,10,1558746218,8.0,1
819,7740,10,1881320189,4.0,1
820,7741,10,0609804618,4.0,1
821,7742,10,038078243X,6.0,1
822,7743,10,067176537X,6.0,1
823,7744,10,0671888587,5.0,1
824,7745,10,0425182908,3.0,1
825,7746,10,0245542957,8.0,1
826,7747,10,0553280333,5.0,1
827,7748,10,0394743741,1.0,1
828,7749,10,0441783589,2.0,1
829,7750,10,0340767936,7.0,1
830,7751,10,074322678X,3.0,1
831,7752,10,0375759778,6.0,1
832,7753,10,3442410665,1.0,1
833,7754,10,0553582747,3.0,1
834,7755,10,0440223571,7.0,1
835,7756,10,0440225701,4.0,1
836,7757,10,0964778319,7.0,1
837,7758,10,0679810307,6.0,1
838,7759,10,0375509038,5.0,1
839,7760,10,8445071777,4.0,1
840,7761,10,0679425608,2.0,1
841,7762,10,0452264464,2.0,1
842,7763,10,0060914068,9.0,1
843,7764,10,1853262404,0.0,1
844,7765,10,0966986105,8.0,1
845,7766,10,0425176428,2.0,1
846,7767,10,0312970242,6.0,1
847,7768,10,0671867156,2.0,1
848,7769,10,0316748641,8.0,1
849,7770,10,0689821166,2.0,1
850,7771,10,0446310786,2.0,1
851,7772,10,1853260053,8.0,1
852,7773,10,0451625889,5.0,1
853,7774,10,0743403843,3.0,1
854,7775,10,0440234743,6.0,1
855,7776,10,0060930365,1.0,1
856,7777,10,0679429220,7.0,1
857,7778,10,2070423204,0.0,1
858,7779,10,1841721522,5.0,1
859,7780,10,3404921038,10.0,1
860,7781,10,0771074670,10.0,1
861,7782,10,0060168013,3.0,1
862,7783,10,0679865691,6.0,1
863,7784,10,0316973742,6.0,1
864,7785,10,1558531025,5.0,1
